Frequency H/V Low_err Upp_err Coherence
-10.0 0.38064284399089193 0.23624726274487395 0.5788397345562507 0.2966115019538946
-9.980449657869013 0.3815530300771407 0.23671319183065603 0.5785167771999479 0.296441150661023
-9.960899315738025 0.38189943043422797 0.23765270228642757 0.5795339834604981 0.2949442673624562
-9.941348973607038 0.38185016556926 0.23734463985764742 0.5796310918210681 0.29518985652132934
-9.921798631476051 0.38227515018625824 0.2373457517144123 0.5793563039579622 0.29487900277855855
-9.902248289345064 0.38302081834200485 0.2375070781710659 0.5790536595251882 0.29436575099490825
-9.882697947214076 0.38275311032599374 0.2378421664486053 0.5793279262441895 0.2947735692420176
-9.863147605083089 0.38279543705010055 0.23762398844499932 0.5790046112579597 0.29466342128575085
-9.843597262952102 0.38300186879510034 0.23778638588049447 0.5796502620353997 0.29576902345994965
-9.824046920821115 0.3826242807862653 0.23744031035640534 0.5798498799730294 0.2957637646281964
-9.804496578690127 0.38379697995703005 0.23766536602275753 0.5798972872183648 0.29604336843933526
-9.78494623655914 0.38381050215719614 0.23755696798446455 0.5804467190757345 0.29686106360558867
-9.765395894428153 0.38425954629734416 0.2380377577930427 0.5805326628615223 0.29706866286403955
-9.745845552297165 0.3838767067917935 0.2380269357264441 0.5801767797499249 0.2979858449986073
-9.726295210166178 0.3843667506948246 0.23776688744619973 0.5800261666675993 0.29915736487242534
-9.70674486803519 0.3842305730455466 0.23781115821886817 0.5798720336393064 0.30027582346243686
-9.687194525904204 0.3842009722820261 0.2379369956184787 0.5794083925519756 0.301076090489349
-9.667644183773216 0.383927625031157 0.23806451832068926 0.580579017419196 0.3022214177357611
-9.648093841642229 0.38428209457284773 0.23865172736274273 0.5814088404266503 0.3030391161204578
-9.628543499511242 0.3843928667189834 0.23922625648426413 0.5809906490806895 0.30438794959494875
-9.608993157380255 0.38459886524940123 0.23938557759399498 0.5818798977883011 0.30557713775932405
-9.589442815249267 0.3850375769554528 0.23944729101352802 0.5835776168891225 0.3077645743485687
-9.56989247311828 0.38526893246873284 0.2397166072717084 0.5838653331767054 0.31018035347189
-9.550342130987293 0.385606169909712 0.23942872081718133 0.5835527222274025 0.31278835838127717
-9.530791788856305 0.3863709309902405 0.23961677006851545 0.5836281150151716 0.3143643080270427
-9.511241446725318 0.3864994627824174 0.23963531187839307 0.5834306073989343 0.31553651545225864
-9.49169110459433 0.3868766425520672 0.2402208412277202 0.5845290441591241 0.3169357231887042
-9.472140762463344 0.386237516705592 0.240667281001421 0.5851605773234027 0.3188426596798907
-9.452590420332356 0.3857781870984106 0.24152743165529206 0.5840842630904486 0.32041904624846584
-9.433040078201369 0.38565239371253146 0.24143916117786374 0.5840963677246175 0.3225663674205786
-9.413489736070382 0.3855095199975184 0.24196639032530728 0.5837202000333327 0.3241376263907137
-9.393939393939394 0.385914193577764 0.24210162671731206 0.5828567790236523 0.3264318044739998
-9.374389051808407 0.38620099871373553 0.24209176472317473 0.5824840909720647 0.3271527992891901
-9.35483870967742 0.3860167785716246 0.24179183371356647 0.5815972151483433 0.32815050927355477
-9.335288367546433 0.38576815195903025 0.24164347083051604 0.5814353833483729 0.3293614389919766
-9.315738025415445 0.38507859127750693 0.24136225737737427 0.580483717937498 0.33064416896074245
-9.296187683284458 0.38461103961689447 0.24138751870292469 0.5803074078409525 0.3320144842303886
-9.27663734115347 0.38476317272748217 0.2412426710114469 0.5806277912352813 0.333992047119293
-9.257086999022484 0.3847519906956195 0.24107511461673514 0.5805256281777789 0.33586539433358803
-9.237536656891496 0.38451367440537676 0.2410485216353258 0.5812623900573409 0.33633864920095546
-9.217986314760509 0.3843526411595939 0.2414237313777915 0.5818504156809574 0.3367718068841275
-9.198435972629522 0.38361599753426423 0.242195170163606 0.5810738697061911 0.3381011781310043
-9.178885630498534 0.3837549849863216 0.24266641024756716 0.5812236735203683 0.3406510282812158
-9.159335288367547 0.38317729088673813 0.24275724354957 0.5802549365564146 0.34148428187175706
-9.13978494623656 0.3827902616730907 0.24299197314748058 0.5801977481413022 0.34099570735131307
-9.120234604105573 0.38284447144777367 0.24326870349764332 0.5791863808868889 0.3418389938107951
-9.100684261974585 0.38250638946711707 0.2431763680871107 0.5783103545113287 0.34217594930986794
-9.081133919843598 0.3821281795464477 0.24362263587680777 0.5773758084508062 0.3437038067697964
-9.06158357771261 0.3820474870539323 0.24338738471466886 0.5765561683470642 0.34480515209938595
-9.042033235581624 0.3818273692645727 0.24303409383291255 0.5764285697792294 0.34588413921775846
-9.022482893450636 0.3811620712448204 0.24240734857106777 0.5746485341094009 0.3458656702614152
-9.002932551319649 0.38070871423158814 0.2419577220791644 0.5738711145332865 0.3461683034611234
-8.983382209188662 0.380044961901344 0.24146566546428222 0.5718888999031796 0.34706058766095393
-8.963831867057674 0.3795527664226837 0.24142652290513744 0.5715401688059643 0.3469094747761714
-8.944281524926687 0.3796413513614618 0.24072532777400288 0.5706884985350217 0.34686974674198434
-8.9247311827957 0.3792959405233166 0.24084952400168316 0.5698338854535111 0.3470410074718691
-8.905180840664713 0.37893434756955735 0.24106367392488487 0.5685577296346825 0.34716789665441844
-8.885630498533725 0.37853179779703044 0.24036314910730247 0.5685989820224543 0.3463931833945313
-8.866080156402736 0.37769319915007704 0.24053898740355734 0.5669438482979634 0.3459088269598451
-8.846529814271749 0.37770523771280523 0.23995746614835387 0.5649565663192027 0.34572908464924634
-8.826979472140762 0.3770901455986631 0.2401167799797638 0.563711222717362 0.34573728943124904
-8.807429130009774 0.3771083384974593 0.23995685103380568 0.562099824419543 0.3450189667419666
-8.787878787878787 0.37719072543679716 0.2394803043674555 0.5611929975902982 0.3442039271607136
-8.7683284457478 0.3766139433312226 0.2393168664629665 0.5602855123504369 0.3436151571278975
-8.748778103616813 0.37530414950977825 0.23855761733535652 0.5591236669059831 0.34299433769206017
-8.729227761485825 0.37521999729688105 0.23817843449365628 0.5579977618797944 0.34207281214352253
-8.709677419354838 0.3738005919049248 0.23783521990160758 0.557129406192774 0.34008513292127796
-8.69012707722385 0.3740250272289163 0.23747251850347031 0.5558314536169293 0.3386206653762099
-8.670576735092864 0.3734634163556483 0.23772307539898513 0.5546821348859718 0.337605212988408
-8.651026392961876 0.3729344789658799 0.23726670586109108 0.5530497993691902 0.3365157043338883
-8.631476050830889 0.3729425489489953 0.23718390304282244 0.5518283100729309 0.3352791340097815
-8.611925708699902 0.37318969777436206 0.2366614816466083 0.550028514145586 0.3339009917562162
-8.592375366568914 0.37171806969406096 0.2364874053369797 0.5490149106732906 0.33300619032268813
-8.572825024437927 0.37135536503578276 0.23662441115363703 0.5474918269437439 0.33113218465834515
-8.55327468230694 0.3705493069020508 0.23599172202861612 0.5459978148735104 0.32942252512878273
-8.533724340175953 0.36949083760221796 0.235671766283264 0.5456801843774793 0.3279705798039721
-8.514173998044965 0.3682317097042488 0.23553461905089831 0.5446508191920958 0.3272629885588984
-8.494623655913978 0.3674831481258949 0.23518047209010218 0.5436112660209641 0.325587332567283
-8.47507331378299 0.3670585539003111 0.23482629549097817 0.5419236688036861 0.3241753527442394
